username,followers,reels,avg_views,max_views,avg_comments,max_comments,avg_likes,last_upload_days,posts_per_week,verdict,error
kkomi._.tem,0,12,1310,3468,47.8,61,25.6,108.5,4.0,ok,
kkomi.yoon,0,12,121954,431106,445.5,3490,405.6,3.0,2.0,ok,
kkomjihome,0,12,1664,4679,13.0,49,14.3,29.4,0.4,ok,
kkomsense.home,0,12,411944,2245618,6198.5,43032,1707.4,0.5,0.6,ok,
kkomnyang._.tem,0,12,12202,17238,347.5,638,76.7,7.0,12.0,ok,
kkomzipsa.salim,0,12,2307,7899,43.2,71,24.4,128.5,7.6,ok,
kkoreureukk,0,12,112336,317957,22.2,75,1185.6,0.0,2.6,ok,
kkooltem_kkoolsaeng,0,12,28784,71493,596.1,1725,141.0,2.0,3.7,ok,
kkul._.salrimso,0,12,1259,2807,52.8,77,30.3,0.5,7.6,ok,
kkul_sooni,0,11,288537,2106521,3870.3,21852,1236.5,97.3,0.3,ok,
kkul._.team,0,12,764,4796,1.0,4,4.3,48.0,0.8,ok,
kkul_tem_zip,0,12,499914,3661849,3190.9,15798,1376.2,110.3,0.2,ok,
kkultem._.go,0,12,2139,7612,48.6,90,32.2,113.0,3.8,ok,
kkultem_charge,0,12,67701,552649,186.8,1660,563.7,4.0,0.5,ok,
kkultem._.note,0,12,118693,601031,815.0,7673,654.5,130.5,0.7,ok,
kkultem_click,0,12,131625,873151,715.6,4289,546.4,0.1,7.6,ok,
kkumi_tem,0,12,25592,239904,345.8,2728,119.8,0.5,0.6,ok,
kkuldanji_home_,,,,,,,,,,unknown,
kkultemjubjub,0,12,51800,338260,307.6,1852,276.5,68.0,0.5,ok,
kkyum_,0,12,506,2396,1.0,3,19.6,432.4,0.1,ok,
ko.kkiri.pick,0,11,26558,136368,593.0,1490,155.2,0.4,19.2,ok,
knock.knock_home,0,12,157646,1211401,1149.8,9013,701.2,1.4,0.1,ok,
kongchu.pick,0,12,7283,41550,17.2,78,14.7,0.5,16.8,ok,
kok.pick,0,12,1743,7376,56.3,151,29.7,0.1,7.0,ok,
kkumisalim,,,,,,,,,,unknown,
koharufinds,0,4,1399062,2971528,7038.5,15737,3505.2,9.9,1.2,ok,
kongja.salim,0,12,5097,10288,152.9,329,26.4,0.9,7.6,ok,
kongsoon_home,0,12,357144,1323190,2169.4,6271,2132.3,2.0,0.2,ok,
kongn.ote,0,12,19683,103840,262.9,1765,106.6,46.5,0.6,ok,
kooltem_today,0,12,7036,66347,16.7,169,22.8,0.2,16.8,ok,
kore_pick,0,12,70888,407116,1599.1,9661,690.8,0.0,80.0,ok,
kongchu_select,,,,,,,,,,unknown,
kooltemlog,0,12,214094,1023157,2408.0,16103,1137.1,1.0,0.3,ok,
kustem_official,0,12,48024,223905,5.8,23,202.8,7.4,0.1,ok,
kyeongmin_____,0,12,68708,440547,7.8,19,3.0,0.4,14.0,ok,
la.la_home,0,12,1766,6124,22.3,39,11.4,1.5,2.7,ok,
kyj20.26,0,12,62066,305676,446.4,2176,147.6,2.4,6.0,ok,
la_ribo_home,0,11,85045,302430,111.1,478,205.8,1.4,3.0,ok,
lallina.home,0,12,76938,448536,629.7,2472,591.3,0.0,9.3,ok,
lady_shopping_cart,0,12,11494,17541,205.6,382,36.8,0.1,4.4,ok,
lamiacasa_curation,0,12,644,2385,1.7,6,44.2,112.8,0.3,ok,
layerhome.edit,0,12,15863,142920,349.2,3502,88.8,1.1,2.0,ok,
lazyrough,0,12,109590,340812,273.8,1710,219.6,2.3,1.8,ok,
leaslimani.decoration,0,12,49707,145356,116.6,654,701.4,2.7,1.4,ok,
lazy.salim,0,12,363383,1586042,77.2,166,2099.8,318.0,0.2,ok,
leezooboo0,0,12,599,2077,26.8,76,12.1,158.5,3.0,ok,
lemonbasket.kr,0,12,16981,41775,249.9,1136,3.0,2.4,12.0,ok,
lets.coco_,0,12,148197,761544,1028.3,3882,683.2,1.1,5.6,ok,
life.ggul.tem,0,12,1792,3763,77.5,107,39.8,98.1,7.6,ok,
life_peak7,0,12,449,1289,1.8,4,4.3,38.2,1.4,ok,
lhk_37,0,12,49529,392815,58.0,372,275.1,0.4,1.2,ok,
lifeaddit,0,12,4029,11732,132.6,229,66.8,0.5,7.6,ok,
life_picktem100,0,12,46896,324915,324.5,2196,97.2,1.9,0.4,ok,
lifechurp_,0,12,640,1443,5.1,11,2.6,1.0,2.5,ok,
lifestyle__savvy,0,9,1190,3522,48.8,71,36.3,229.5,7.0,ok,
lifeinside_instar,0,12,2561,12113,16.9,74,11.1,0.6,0.3,ok,
lifestyle_writer_,0,12,458961,1990861,259.9,903,16238.5,4.0,0.9,ok,
lifetoktok_home,0,12,110645,1180087,843.2,7944,1170.7,1.1,0.6,ok,
lifegodtem1,,,,,,,,,,unknown,
lifewith_home,0,12,106410,431387,881.9,4564,373.6,0.1,14.0,ok,
lighthands_works,0,12,809,2295,3.2,13,1.4,94.5,0.8,ok,
liketem.zip,0,12,32446,147967,101.5,479,235.6,88.9,0.8,ok,
lightshop_jgj,0,12,22847,66511,102.4,753,172.2,41.0,0.5,ok,
like.it.home,0,12,25297,103789,119.0,495,81.7,2.4,1.0,ok,
lilyzou88,0,12,10931,33555,17.2,110,86.2,1.5,4.9,ok,
lim_salim1020,0,2,368,659,1.0,2,2.5,310.8,0.1,ok,
lina.tem_,0,12,7308,43302,40.8,142,26.7,0.1,6.0,ok,
liv.garin,0,12,114150,504803,1861.4,6908,541.9,5.9,1.1,ok,
lisakanegae,0,12,817683,5351237,5525.2,30896,3.0,0.6,0.1,ok,
live._.in.terior,0,12,2057,5900,36.0,67,23.3,1.4,7.0,ok,
living._.home,0,12,11655,77796,47.9,223,30.3,235.1,7.6,ok,
living.dayday,0,12,16388,106401,113.3,850,57.4,55.0,1.1,ok,
live_on.zip,0,12,450,1874,11.2,23,7.2,232.1,3.7,ok,
living.pick7,0,12,56336,359480,103.2,471,112.3,0.2,16.8,ok,
living.n.me,0,12,440,2091,5.8,14,5.0,87.5,4.0,ok,
living.duck,0,12,5655,22331,91.3,245,21.5,0.1,8.4,ok,
living__days_,0,12,212274,1952403,749.8,8235,1247.1,223.1,0.3,ok,
living_.style,0,12,63501,180340,25.8,142,219.0,0.4,8.4,ok,
living__hack,0,12,116328,518642,252.9,1353,444.8,1.4,7.6,ok,
living__haru,0,12,8774,23267,287.6,972,53.0,38.5,8.4,ok,
living.tori,,,,,,,,,,unknown,
living_flex,0,12,44460,523592,108.9,1291,89.6,2.9,0.4,ok,
living_curation026,0,12,48855,532063,657.3,4888,178.1,18.5,0.5,ok,
living_note_tip,0,12,23118,95543,372.8,1749,152.8,1.1,14.0,ok,
living_with_you__,0,12,5194,11461,140.2,337,60.4,0.5,14.0,ok,
living_pluss,0,12,42765,85573,1386.6,3093,148.0,0.0,10.5,ok,
livingallim,0,12,530248,3173114,596.1,3001,884.8,0.3,0.7,ok,
livingarchive7,0,12,908,3577,35.2,155,20.3,91.5,0.8,ok,
livingbling_,0,12,796,1635,7.2,26,6.2,14.5,3.8,ok,
livingduck_,0,12,3815,16158,27.8,70,16.4,2.1,2.9,ok,
livingdaum,0,12,40516,119488,24.2,72,133.5,18.1,4.0,ok,
livingpick.home,0,12,1266,3923,74.8,105,39.4,19.0,2.7,ok,
livingitem_leb,0,12,1847,3895,9.2,35,14.9,1.9,1.1,ok,
livinghome.insta,0,12,597408,2614635,2645.8,14734,5735.5,11.9,0.1,ok,
livingsweet.insta,0,12,1423,3675,15.6,97,10.4,2.1,3.5,ok,
loden.studios,0,12,14743,127872,279.8,2361,73.6,0.2,21.0,ok,
lollypick_,0,12,18016,55153,631.2,3807,137.0,0.1,16.8,ok,
long_2_salim,0,12,230504,2099921,3173.4,28153,1141.3,0.2,1.3,ok,
lounge.tem,0,12,3547,5278,36.8,146,8.3,0.3,9.3,ok,
look._.tem,0,12,738,1623,16.6,29,9.8,4.4,2.4,ok,
louie.hacks,0,12,955269,5218848,90.5,571,28186.3,0.7,14.0,ok,
lovely_sunny_0510,0,12,108898,337040,120.2,807,219.6,1.0,16.8,ok,
loveme_unnie,0,12,758586,5377311,682.2,2909,1250.2,3.0,0.1,ok,
lovey_item,0,12,415248,2032470,2482.8,12251,2284.2,3.1,0.4,ok,
lowtonehouse,0,12,77869,514873,429.6,2664,704.0,26.1,0.6,ok,
lu_lu_tem,0,12,1096518,8724696,3030.8,16185,13108.4,0.1,0.4,ok,
lua_sebiga,0,11,2571,9723,5.3,8,105.3,465.8,0.3,ok,
low_risk__high_return,,,,,,,,,,unknown,
lucent_home23,0,12,20108,145868,303.2,1969,333.0,113.8,0.8,ok,
lucky.selects,0,12,1423,2970,46.0,73,23.6,1.0,7.6,ok,
lui_living_,0,11,2928,6542,19.1,186,10.8,18.6,1.1,ok,
lullu_salim,0,12,747,2515,6.8,11,9.0,106.1,4.0,ok,
luann_home,,,,,,,,,,unknown,
luluspick,0,11,65931,204617,1201.2,4657,180.8,3.1,2.3,ok,
lulupick_365,0,12,58893,473317,298.1,2182,444.1,33.5,0.5,ok,
lunasmood,0,12,57989,353124,71.8,635,194.1,0.4,0.8,ok,
lunaselect_item,0,12,235446,1030267,3871.9,25382,1406.4,0.0,0.4,ok,
lupang_note,0,12,393259,4613434,57.8,547,4260.9,139.0,0.9,ok,
luvv_dh,0,12,273859,2128588,924.3,4838,3.0,4.0,0.1,ok,
luxiai_official,0,11,1525,11232,1.8,20,2.4,0.0,0.7,ok,
luv_ddiddi,0,12,984299,6697642,63.1,508,4434.4,0.3,0.2,ok,
lv.up._.salim,0,12,771,1328,13.7,30,6.8,0.5,8.4,ok,
lydi.eat,0,12,322885,1044741,120.6,499,2265.2,3.3,0.4,ok,
m.n_cleanroom,0,12,4555,11136,57.2,139,22.1,0.3,10.5,ok,
m_o.o_a_home,0,11,300742,860976,3843.3,14364,1242.5,0.3,0.7,ok,
m.i.n.a.r.y.home,0,12,272164,1299512,52.4,180,1338.8,62.0,0.3,ok,
ma_ma_sister,0,12,3406,12772,17.5,130,10.0,0.3,8.4,ok,
mad.mum_,0,12,6091946,39270128,212.2,1114,15589.8,4.0,0.1,ok,
maeil_papa,0,12,6901,18517,221.0,1162,68.2,0.1,16.8,ok,
maeilinhome,0,12,6015,13506,231.2,615,84.3,53.5,7.0,ok,
maesilharu,0,12,1385,9738,12.7,55,7.6,0.1,7.6,ok,
magic.house999,0,12,38313,153914,12.2,57,470.8,0.0,4.9,ok,
maison_homedino,0,12,17189,30789,221.2,411,145.7,2.1,6.0,ok,
maison.rola,0,12,20658,171262,305.9,1414,155.6,0.5,3.1,ok,
maisondechance_official,0,12,67300,196057,186.7,1038,296.7,0.4,6.0,ok,
malang.0.pick,0,12,2550,8214,22.2,33,20.6,130.0,8.4,ok,
mama_zones,0,12,1037461,4717609,797.5,4288,3607.2,5.0,0.1,ok,
mamabear.kr,0,12,16171,79814,487.2,2766,78.8,1.1,8.4,ok,
mamazpick,0,12,19892,145520,912.4,9455,236.8,1.5,0.4,ok,
makdo0o,,,,,,,,,,unknown,
mamom_pick,0,12,30853,169300,172.1,1020,85.4,2.3,3.8,ok,
mami._.maru,0,12,7748,43497,76.8,232,45.8,0.5,6.5,ok,
mamiup_official,0,12,715,1297,3.5,15,3.7,4.0,0.3,ok,
mang9mee,0,12,829890,3538581,307.2,1218,7517.6,15.9,0.3,ok,
mandystarin,0,12,8017888,69981189,3441.8,25765,120458.5,0.5,0.1,ok,
manggu_pick,0,12,40970,238892,118.2,812,172.4,0.3,3.8,ok,
mangohou.se,0,12,9329,99170,19.5,35,54.1,3.1,0.3,ok,
mandacreative,,,,,,,,,,unknown,
manypany_life,0,12,48489,530537,871.2,10110,230.8,3.1,0.6,ok,
manitto_home,0,12,2708,10392,12.8,40,5.9,70.9,6.0,ok,
mari__ettle,0,12,91621,341793,222.8,2163,226.8,0.3,2.3,ok,
margm_tip,0,12,3127,6017,46.6,185,24.3,201.5,7.6,ok,
mas._.everyday,0,12,14978,152862,236.6,2727,46.4,17.5,1.6,ok,
marketunni,0,12,47177,212928,650.2,6832,146.8,22.1,3.7,ok,
masya__home,0,12,419809,1576301,2361.8,12864,1286.8,2.5,0.2,ok,
matdori.world,0,12,2145859,10523980,845.5,4224,6038.5,1.0,0.1,ok,
matkook_,0,12,1248766,14076949,37.5,205,28848.8,0.0,0.1,ok,
maybeeeeeen,0,12,1123086,6218349,118.4,699,7577.8,2.0,0.1,ok,
mdhome_pick,0,12,3430,15430,62.1,265,18.8,14.4,4.9,ok,
meer.pick,0,12,4820,24952,17.4,113,18.4,135.9,7.6,ok,
me_in_uuu,0,12,24272,152386,207.4,1501,78.8,2.0,5.2,ok,
mellow.pick,0,11,10264,46106,142.3,400,59.3,56.2,2.4,ok,
melanhome_,0,12,70780,629608,222.5,1272,669.2,4.5,1.5,ok,
memmem_home,0,12,75908,504858,1390.5,7048,888.8,2.4,0.1,ok,
memo.pick_,0,12,3506,7994,104.4,223,32.9,27.0,4.2,ok,
meowandpaw.store,0,12,10764,45766,16.2,53,381.1,5.6,0.9,ok,
mid_century_friends,0,9,522879,1639798,79.0,248,9302.3,0.8,4.2,ok,
midaeunni_pick,0,12,54180,493596,320.0,1143,352.1,0.4,2.5,ok,
menu__matjip,,,,,,,,,,unknown,
miiniful.home,0,12,81218,552397,74.8,579,856.6,12.8,1.3,ok,
miir_home,0,12,125262,851307,272.3,1459,333.2,0.1,0.1,ok,
milchak.tem,0,12,12422,49678,304.4,1032,103.2,0.5,7.6,ok,
milkyhome_tip,0,12,6161,11751,101.3,213,37.3,54.5,6.5,ok,
mim_mim_tem,0,12,749,1921,12.2,23,5.1,3.5,2.9,ok,
mimihouse86,0,12,2442,11310,67.8,131,40.8,130.5,7.0,ok,
min_diary90,0,12,14600,63619,306.4,1679,48.2,1.1,21.0,ok,
min.ddo_o,0,12,234459,706907,46.2,106,2320.3,0.1,16.8,ok,
minahsalim_o,0,10,86248,723097,2503.0,21209,1030.4,0.5,0.7,ok,
minchelin_guide__,0,12,21553,76722,191.5,543,125.8,0.0,7.6,ok,
ming_foodie_,0,12,186477,916451,169.8,1872,1217.5,0.1,0.2,ok,
mingni_home,0,12,50679,164398,1281.6,3948,291.5,0.2,2.3,ok,
minha_home_,0,12,36647,223816,673.5,5542,96.1,1.4,2.9,ok,
mingpick_review,0,12,78719,445587,7.1,60,475.5,3.0,0.7,ok,
minainseoul.jp,,,,,,,,,,unknown,
minichelle_zip,0,12,94088,300463,1941.9,8412,440.2,7.3,0.6,ok,
miniminhee_home,0,12,15214,147920,152.2,1601,78.3,2.1,0.9,ok,
minimal_home_goods,0,12,37539,442705,535.4,6187,246.8,2.3,3.1,ok,
mins_salim,0,12,216142,1740688,1934.2,11749,1094.2,2.9,0.2,ok,
minspick_daily,0,12,1825,11195,46.4,279,17.8,0.2,7.6,ok,
minutecurator,0,12,23080,54751,5.4,10,164.4,212.1,6.5,ok,
mirae._.beauty,0,9,5026,13966,114.4,365,35.3,15.3,0.5,ok,
misosalrim,0,12,3005,5480,43.2,96,13.8,27.1,1.3,ok,
misso_review,0,12,41055,233615,129.6,746,133.7,3.0,0.4,ok,
minshome_official,,,,,,,,,,unknown,
mister_minimalist,0,12,152753,843765,187.9,307,3970.8,2.0,2.0,ok,
moa_zoa,0,12,8105,21551,168.3,349,78.1,2.5,2.6,ok,
moai_tem,0,12,232928,1669329,1490.7,9044,3461.8,0.4,0.3,ok,
moatem_,0,12,2547,4448,30.0,49,11.2,0.5,7.0,ok,
modu_.home,0,12,412128,2239255,1198.7,10249,3061.6,112.1,0.6,ok,
molie_look,0,12,363753,583910,11218.0,18628,1511.5,2.9,1.0,ok,
mokri_house,0,12,235117,853524,4117.1,16346,1579.8,2.3,0.7,ok,
mollae_item_box,0,12,16645,98257,121.2,604,77.5,0.0,8.4,ok,
mom._.pic,0,12,3483,13655,53.2,117,19.8,0.5,6.0,ok,
mom._.room,0,12,5504,16559,125.0,519,29.8,2.4,1.0,ok,
mom_peon,0,12,1177,2311,14.3,48,15.8,245.1,4.2,ok,
momittem,0,12,14468,141876,157.7,1500,69.7,1.5,4.4,ok,
moman_home,0,12,2658,14302,73.4,383,9.2,3.1,7.0,ok,
mollyhome0,,,,,,,,,,unknown,
momkuremi_pick,0,12,6255,47122,42.8,165,16.4,2.5,12.0,ok,
mommy_pickk,0,12,2628,11521,59.3,139,44.1,241.5,6.0,ok,
mommishn,0,12,3873,15389,39.6,98,21.7,2.4,6.0,ok,
momo.ring._,0,12,183032,1886411,477.8,2928,279.7,0.2,5.2,ok,
momo.__.home,0,10,118111,1049740,1101.5,8336,1701.9,0.5,0.2,ok,
momo_m.house,0,12,10448,33423,291.0,462,105.5,125.5,4.9,ok,
moms_tem,0,12,5900,11173,103.4,527,38.7,46.4,2.9,ok,
moms__living,0,12,1281,1771,6.3,18,4.2,1.0,12.0,ok,
mompicks_list,0,12,84406,337668,3064.4,12953,667.4,0.5,1.9,ok,
monggle__home,0,12,66753,243561,720.6,2169,295.7,1.3,2.1,ok,
mongi._.home,0,12,11888,125994,116.9,1118,39.9,9.4,2.0,ok,
mon_choix_a,0,12,6081,21956,40.6,389,19.3,2.1,2.0,ok,
momssok.tem,0,12,16111,180528,339.5,3497,128.6,32.5,0.6,ok,
monthlyhome.pick,0,12,4011,10605,116.4,156,63.9,238.1,4.7,ok,
mongle_.home,0,11,237734,1483252,493.7,4965,1150.8,88.4,0.4,ok,
mongya220,0,12,242,336,1.2,6,33.8,244.9,1.6,ok,
mood.collect.zip,0,12,1336,7428,40.1,276,13.8,3.5,3.7,ok,
moodmarket.official,0,12,26282,274614,11.5,26,119.6,112.1,1.4,ok,
moongsil_mom,0,12,26114,55033,91.6,321,105.5,0.2,0.5,ok,
mono.living,,,,,,,,,,unknown,
moonzigi_zip,0,12,19635,105083,144.2,1385,89.7,24.0,0.6,ok,
moosim.ko,0,12,4062,8616,1.8,5,13.8,249.1,6.0,ok,
morepick_01,0,12,24447,231115,66.6,346,116.8,2.1,5.6,ok,
morefancy_,0,12,160162,816316,1877.4,7982,464.4,0.0,1.7,ok,
mosseri,0,12,6769901,13895066,2156.3,7348,30433.9,2.8,0.1,ok,
mr.salrim,0,12,252971,2115280,99.2,838,635.8,10.4,0.4,ok,
mrskatiecarlson,0,12,2277974,10532777,10518.9,69093,42790.3,2.8,0.2,ok,
mrs_tanhyun,0,11,17874,48834,22.5,120,63.3,1.2,0.5,ok,
mtree_luna,0,12,108,209,0.0,0,2.4,21.0,2.3,ok,
muhan_.shop,0,12,52057,192876,11.2,57,131.7,0.4,7.6,ok,
muk_hyonini,0,3,225,435,7.0,20,27.3,252.1,1.5,ok,
muk_joongsa,0,12,90677,334377,18.3,86,638.4,0.3,14.0,ok,
mumu_home_,0,12,23331,105584,143.5,408,41.9,0.2,7.0,ok,
musthave__item,0,12,228803,1126773,1932.5,12641,1628.7,61.0,0.2,ok,
muzipsa_home,0,11,63900,443506,53.0,147,242.2,76.0,1.9,ok,
my.__home_,0,12,6184,50801,36.7,231,12.5,1.0,7.0,ok,
my.salimtaste,0,12,6006,53165,77.6,363,36.8,0.4,6.5,ok,
my.sosopick,0,12,125073,528991,2616.2,12267,880.9,0.1,1.2,ok,
my_zipcode,0,11,135188,626078,3189.7,14034,547.1,1.3,7.0,ok,
mybb_pick,0,12,17323,113411,428.7,4402,114.9,48.0,2.3,ok,
myggul._.tem,0,12,2051,10380,8.7,21,8.2,27.5,1.3,ok,
myhome_hyun,0,11,397513,3926241,1444.9,11991,670.8,0.5,0.2,ok,
mykikku,0,12,70950,389841,822.4,6298,499.9,64.5,0.9,ok,
mylittleclass_,0,12,20612,37344,105.7,418,137.8,2.2,4.9,ok,
mytempick,0,12,16274,160484,222.7,1811,212.2,0.5,14.0,ok,
naebab.1000,0,12,35535,134615,134.4,463,440.2,2.1,6.0,ok,
nalssin_cook,0,12,218907,965137,467.5,2493,1262.1,3.0,1.8,ok,
myhousedecor_finds,,,,,,,,,,unknown,
naman.home,0,12,688,1871,3.7,16,2.2,2.3,3.8,ok,
namjaggultem,0,12,3271,15376,26.0,101,12.9,0.6,5.6,ok,
nana___pick,0,12,1714,3777,33.2,113,16.2,37.1,2.0,ok,
nana.home_s2,0,12,515551,3050119,4790.0,23787,2612.5,11.1,0.2,ok,
nana_tem0,0,12,97711,1161411,406.2,4849,341.7,1.1,0.3,ok,
narinhome_,0,12,33362,142679,103.0,596,339.8,4.0,1.8,ok,
naramom_,0,12,10864,36471,552.2,2009,92.1,0.1,16.8,ok,
nana_momstory,,,,,,,,,,unknown,
nata__nara,0,12,1161374,6027571,499.7,4113,16868.9,1.2,0.1,ok,
need.tem,0,12,12834,136997,117.8,1370,64.0,115.1,4.0,ok,
needlenina,0,12,1341292,10313750,616.8,3229,33383.2,1.9,0.1,ok,
newmal._.pick,0,12,810,3129,24.2,60,13.7,86.1,1.9,ok,
newnewni_,0,12,53726,127016,464.7,1468,184.9,2.9,0.6,ok,
newsretail1,0,12,9834,102890,105.7,1227,97.1,0.8,7.0,ok,
nini_salim00,0,12,86274,386735,1268.2,9277,436.6,0.1,2.2,ok,
nochonggak_review,0,12,10634,90596,40.9,286,70.2,0.3,0.2,ok,
nomoney_cook,0,12,1590644,5694018,189.2,902,26547.9,0.1,0.4,ok,
nori.dogam,0,12,58181,627474,834.7,9481,161.1,2.3,5.2,ok,
notspecial___zoe,0,12,168960,595445,3628.4,19227,3.0,1.0,1.2,ok,
now__it__tem,0,12,1901,2883,49.9,106,9.8,2.2,1.0,ok,
now.hottem,0,12,8598,23535,219.8,880,31.3,4.1,4.2,ok,
nsio.pd,0,12,97853,702998,1293.3,8969,487.1,1.0,1.5,ok,
nuenue_tem,0,12,11408,56512,247.3,776,69.5,53.1,2.5,ok,
nunapick,0,12,632089,6663619,4439.3,35162,2460.8,0.1,0.2,ok,
nunu.tem,0,12,2390,4418,42.0,60,16.7,119.1,4.7,ok,
nunune_home,0,12,183648,780675,2023.2,8583,1313.2,0.9,0.4,ok,
nutemlla,0,12,844,1484,33.4,52,19.5,130.0,7.6,ok,
nuya.pick,0,12,2140,8357,70.2,123,38.8,0.5,7.6,ok,
nyamnyam._.tem,0,12,80420,540242,1555.3,9160,378.7,0.3,0.6,ok,
nyang._.ggul,0,12,25204,264852,63.9,481,145.8,241.3,2.1,ok,
o.laple,0,12,65949,390610,79.8,442,78.8,0.2,0.2,ok,
o.ni_tip,0,12,13496,29779,444.8,1256,115.0,0.1,5.6,ok,
o_ho_ra3,0,12,2143,4632,66.8,127,36.2,44.5,3.1,ok,
oday_buy,0,12,337478,2225000,1983.7,12835,5530.3,0.5,0.3,ok,
official._.norunja,0,12,18179,182263,654.7,7403,97.2,1.2,0.7,ok,
ogam.nori,0,12,3102,5822,39.1,84,12.8,0.4,8.4,ok,
oh_daily_picks,0,12,440,1701,7.8,25,8.0,8.2,4.9,ok,
oh_finds,0,12,6175,50081,38.3,237,33.8,203.1,1.0,ok,
objey,,,,,,,,,,unknown,
oharu.haus,0,12,17165,158247,62.8,353,45.2,120.5,7.0,ok,
ohayo.to_travel,0,12,165022,861584,2228.3,9927,1879.3,0.1,2.0,ok,
ohdeuktem404,0,12,459156,3223597,1859.4,15569,1739.0,2.1,0.3,ok,
ohoo_house,0,12,186140,1643615,765.9,6633,3.0,1.4,0.2,ok,
ojirap_salim,0,12,35963,184032,18.7,44,227.9,82.0,2.5,ok,
okayu_life,0,12,2059966,14090314,147.8,948,17638.4,1.3,0.3,ok,
oliviahome,0,12,24352,62046,84.8,183,3.0,0.8,6.5,ok,
olnoo_oo,0,12,260,1238,4.8,10,10.3,226.0,3.8,ok,
omansang_craft,0,12,9977,99686,1.2,9,38.4,2.5,6.0,ok,
on._.zip_,0,12,12148,95579,608.0,6261,145.7,70.1,1.0,ok,
on.room_,0,12,2743,16614,91.8,359,37.7,0.5,1.6,ok,
on.the.tem,0,11,159421,1366189,3324.6,30195,605.5,96.4,0.5,ok,
on_the_home_,0,12,3961,11627,29.0,151,11.9,5.0,1.4,ok,
onair_myspace,0,12,267,382,5.8,15,3.2,137.5,2.0,ok,
onemiman_official,0,12,2647892,9786042,928.5,5250,19673.8,1.1,0.1,ok,
onesalim_,0,12,123886,1241620,10.6,35,3.0,0.9,5.6,ok,
oneul.sookso,0,12,41291,122236,1186.3,4072,224.6,1.4,5.2,ok,
oneultoy,0,12,40689,437441,257.8,2768,131.2,16.5,4.4,ok,
oni.ping,0,12,41125,379789,1641.8,16457,3.8,0.1,3.5,ok,
onshome_official,0,12,1278,2089,1.3,8,2.0,235.3,21.0,ok,
onterior_home,0,12,142377,1358879,2073.4,19490,747.4,180.4,0.7,ok,
onthe_daddy,0,12,4494,18015,135.6,391,42.8,0.2,8.4,ok,
onuju_gongan,0,12,109375,594921,601.6,4026,692.6,0.1,0.2,ok,
onnydesign,,,,,,,,,,unknown,
onul._.pick,0,12,5425,28557,49.0,181,16.8,39.5,1.2,ok,
onuldosabom,0,12,613,1174,2.7,7,2.8,0.1,9.3,ok,
open._.mytem,0,12,1097,5083,45.2,92,22.5,202.5,7.6,ok,
open_mulmandu,0,12,6015,43168,23.2,87,7.0,0.4,5.6,ok,
opic.kshop,0,12,432,2333,13.8,28,10.8,233.4,7.0,ok,
orange_bingsu,0,12,56924,244591,544.2,3201,295.8,114.9,1.0,ok,
otte_interior,0,12,157886,541856,862.4,2838,1666.8,124.1,7.0,ok,
our_home_living___,0,12,1286,2451,7.6,52,3.7,0.2,8.4,ok,
our_home_living,0,12,818,2372,2.7,18,4.8,7.0,2.0,ok,
ourhome._.panda,0,12,1693,2985,48.1,79,27.2,65.1,5.6,ok,
ournakwon,0,12,50370,242003,3283.2,17327,695.7,0.3,2.2,ok,
oxo._.dduddu,0,12,250739,2028308,2757.2,10177,3.0,1.0,0.2,ok,
panda_choice1,0,12,170145,1339998,1919.8,18056,979.4,55.9,0.3,ok,
paroma_casa,0,12,212,284,4.5,8,24.4,3.1,1.3,ok,
owl.homenote,,,,,,,,,,unknown,
peanutbutter_home,0,12,11760,52490,147.4,684,55.4,0.1,6.5,ok,
peng._.pick,0,12,2904,12778,16.6,44,15.6,212.9,7.6,ok,
panda._.home_,,,,,,,,,,unknown,
phc2589,0,12,8589,14106,28.8,50,536.8,2.4,0.8,ok,
pick.dori,0,12,44995,529262,216.2,2408,59.3,0.3,3.8,ok,
petit_deco_home,0,12,3536,10567,38.2,281,25.8,117.1,8.4,ok,
pick.house_92,0,12,1922,2960,2.5,12,4.9,4.2,14.0,ok,
pick_.tem,0,12,23710,143764,220.5,1539,156.6,0.0,0.5,ok,
pick_3300,0,12,5915,16015,60.9,121,44.5,232.1,12.0,ok,
pick_honeyitem,0,12,11660,136837,111.2,1329,46.3,6.1,2.5,ok,
pickly.home,0,12,4590,8642,76.2,176,46.2,232.1,5.2,ok,
pickinbloom1,0,12,1664,5011,8.8,35,5.1,112.5,14.0,ok,
pick_33,,,,,,,,,,unknown,
picknlife_select,0,12,1238,2684,22.0,92,7.8,2.0,4.7,ok,
pickmeup__shop,0,12,451848,2220203,4215.6,40935,2384.0,1.9,0.4,ok,
pickinbloom,,,,,,,,,,unknown,
picknliving,0,12,565,3208,7.3,41,6.6,0.4,7.6,ok,
pickof.j,0,12,27871,161715,367.6,2002,97.5,0.1,0.5,ok,
picknokio.kr,0,12,6788,48221,86.8,369,17.2,0.8,3.1,ok,
pickpickgallery,0,12,2637,7003,154.9,300,65.3,0.1,12.0,ok,
picku.kr,0,12,277,627,15.2,22,14.2,52.5,2.4,ok,
pickvault9,0,12,2287,5717,27.7,71,13.8,16.4,2.7,ok,
pickzip000,0,12,59570,704506,183.6,2043,250.2,0.4,3.1,ok,
pink__salim,0,12,797,1803,12.1,31,7.6,0.4,7.0,ok,
picky.poky,,,,,,,,,,unknown,
