username,followers,reels,avg_views,max_views,avg_comments,max_comments,avg_likes,last_upload_days,posts_per_week,verdict,error
hea.lthy_9531,0,12,293462,776394,62.2,134,5403.0,68.6,0.4,ok,
health_minimal,0,12,11350,28324,69.3,277,32.2,73.0,0.7,ok,
hayhi_pick,0,12,5678,59615,38.1,426,16.2,2.4,2.8,ok,
hebertjayda778506,0,12,77020,189727,14.0,110,439.8,2.2,28.0,ok,
heble_hehe,0,12,150156,417254,22.5,175,807.7,30.0,0.7,ok,
hehe_home_tem,0,11,55020,125224,2002.7,5435,387.0,0.3,15.4,ok,
hej__home,0,12,2428,4462,82.5,137,43.8,138.0,7.6,ok,
heily__store,0,12,541,1410,0.7,4,3.0,0.2,14.0,ok,
hello_rouny,0,12,15772,139669,153.1,1258,69.8,0.5,6.5,ok,
hellotem_tory,0,12,28412,134675,1213.9,7864,278.7,183.0,3.8,ok,
hellomongle,0,12,660,1659,31.9,43,18.4,1.0,7.6,ok,
hellokeytem,0,12,1977,3440,25.1,55,12.2,2.2,4.0,ok,
hena_film_vlog,0,12,45450,188635,765.2,2810,564.1,5.8,0.7,ok,
heung_jubu,0,12,604043,2634526,2921.2,14301,5351.6,0.5,0.6,ok,
hey_h0h0,0,12,785,1860,12.7,32,7.0,0.5,7.6,ok,
hey_jeongmom,0,12,30399,225129,268.2,1867,70.7,0.4,4.7,ok,
hey.maknae,0,12,10321,20907,312.7,781,86.0,0.3,7.6,ok,
helphomes_official,,,,,,,,,,unknown,
heybrittinirae,0,12,5619144,22825097,4330.9,27030,31040.0,0.6,0.1,ok,
hhh___j_y,0,12,82161,417789,255.2,1312,907.3,0.3,10.5,ok,
hi.rina.daily,0,12,1813,10119,6.9,24,4.2,0.4,9.3,ok,
hidden.item,0,12,59172,222183,582.8,3907,437.0,0.1,2.5,ok,
hihi._.home,0,12,42300,344573,830.8,7715,238.6,82.0,1.3,ok,
heyude_official,,,,,,,,,,unknown,
hika.no.kurashi,0,12,736025,3547611,26.1,85,5782.0,17.1,0.3,ok,
hihisalim_01,0,12,1241,2734,3.2,10,7.1,0.1,5.6,ok,
hitchhome__,0,12,79259,410425,750.1,3766,292.8,5.0,1.1,ok,
hodu_egloo,0,12,1209287,7551028,773.9,6063,27527.6,0.2,0.2,ok,
ho_me_style,0,12,5999,14475,0.8,3,12.8,2.2,4.4,ok,
hola_.living,0,12,32364,376354,30.8,299,141.2,179.5,1.1,ok,
holictem,0,12,1238,1946,30.1,61,15.9,0.5,7.6,ok,
hom_resipi,0,12,1564,10093,22.1,177,15.2,0.0,28.0,ok,
home._.ddokddok,0,12,186129,822428,2801.0,20961,1149.3,0.1,0.5,ok,
home._.baguni,0,12,23718,203383,7.2,45,50.1,17.0,1.8,ok,
home._.guide,0,12,2930,7035,28.2,66,13.3,64.2,6.5,ok,
home._.ssuni,0,12,60452,439169,1315.4,10779,252.6,2.0,2.2,ok,
home._.tem,0,12,9469,28994,238.7,1471,94.8,216.3,6.0,ok,
home._.standard,0,12,61029,267918,2840.8,14970,307.9,0.1,16.8,ok,
home.and_joy,0,12,2338,5019,51.0,163,15.0,1.1,3.8,ok,
home.basket_0,0,12,77828,377600,410.7,2524,271.5,160.5,2.0,ok,
home.change_moment,0,12,67792,556106,180.4,1144,145.6,0.1,14.0,ok,
home.it_insta,0,12,461690,2487833,610.2,1712,3457.3,0.4,0.1,ok,
home.in.on,0,12,23548,70703,511.2,2309,100.8,0.3,28.0,ok,
home.it.tem,0,12,161748,1224007,12.2,84,1407.9,664.8,0.3,ok,
home.life.baby,0,12,1259,8739,27.6,46,19.3,14.9,3.8,ok,
home.living.lab,0,12,13519,109535,278.8,2133,114.9,163.1,1.2,ok,
home.living.log,0,12,348,721,22.1,54,12.2,66.5,1.9,ok,
home.n.goods,0,12,4680,7887,67.2,172,15.7,23.4,1.2,ok,
home.n.home,0,12,13912,46284,4.2,16,33.6,0.2,28.0,ok,
home.pamine,0,12,19512,144014,330.9,2478,231.2,4.5,4.0,ok,
home.n.picks,0,12,395,576,13.8,19,9.0,1.1,3.0,ok,
home.pick.shop,0,12,115957,628195,1946.2,12368,672.2,0.5,0.4,ok,
home.salim.kr,0,12,1140,2510,18.9,73,8.5,94.8,4.2,ok,
home.snap_,0,12,855221,10087114,3313.8,36607,3380.3,2.1,0.2,ok,
home.sential,0,12,16868,88430,197.4,1518,85.8,0.5,0.4,ok,
home.pago,,,,,,,,,,unknown,
home.sogood,0,12,40764,311763,648.6,4345,191.0,0.5,7.6,ok,
home.step.salim,0,12,1498,5605,21.8,36,13.2,127.9,6.5,ok,
home.spoon_,0,12,20396,119997,82.8,166,42.2,0.5,1.0,ok,
home.styling_insta_,0,12,7930,41393,128.1,424,57.9,186.1,8.4,ok,
home.sweet_mood,0,12,685,3217,12.7,58,10.8,225.2,3.4,ok,
home.tem.lab,0,11,156685,1082623,2584.3,24483,1054.8,39.0,0.6,ok,
home.tem.talk,0,12,1527,2573,23.9,49,11.7,0.5,7.0,ok,
home__blossom,0,12,3066,4251,60.9,133,11.9,0.4,7.0,ok,
home__code,0,12,157801,828652,603.3,3867,669.7,100.0,1.3,ok,
home__rabbit,0,12,1750,2893,45.8,71,24.9,0.1,16.8,ok,
home_d.one,0,12,9320,28678,202.2,961,73.7,0.1,28.0,ok,
home_deco_lab,0,12,31382,60880,800.5,2046,182.2,0.1,16.8,ok,
home_banjang_,0,11,32713,87447,387.8,1186,193.4,0.1,7.0,ok,
home_design_notes,0,12,253972,1163303,1166.7,8039,5688.5,27.5,0.4,ok,
home_do_ji,0,12,6879,43979,150.4,1179,71.3,0.0,8.4,ok,
home_billion_note,,,,,,,,,,unknown,
home_dot787,0,12,404,1775,1.2,6,2.2,132.4,4.2,ok,
home_e.dit,0,12,3101,8721,10.2,48,18.1,415.9,7.0,ok,
home_edition1,0,12,230,435,3.5,19,2.2,120.3,7.0,ok,
home_fairy_official,0,12,2746,9325,112.8,424,29.2,1.4,7.0,ok,
home_grim_life,0,12,1004,1282,17.2,27,8.8,120.1,4.9,ok,
home_haruda,0,12,185633,1933586,617.9,4070,1038.7,1.0,0.3,ok,
home_gardenerl,0,12,40322,323956,29.8,106,26.9,18.3,2.2,ok,
home_in___,0,12,1645,3255,3.5,13,6.1,0.0,0.3,ok,
home_it.em,0,12,442027,4180127,556.6,2720,6851.0,411.5,1.3,ok,
home_kkiri,0,12,2027,3535,43.1,111,19.2,150.1,6.5,ok,
home_kookoo,0,12,319392,1257638,1061.0,7821,2266.3,0.0,1.1,ok,
home_magic999,0,12,11751,113517,18.8,44,66.2,18.0,2.2,ok,
home_living_note,0,12,1025,2019,36.0,53,24.7,128.1,8.4,ok,
home_manual_,0,12,83047,688035,536.2,2626,966.5,1.4,0.4,ok,
home_mood_v,0,12,13812,101224,130.1,800,3.0,21.5,5.2,ok,
home_mumu_shop,0,12,35370,237327,6.8,53,118.9,94.1,2.3,ok,
home_of_pic,0,12,15791,63949,2.9,6,29.8,1.4,7.6,ok,
home_laum,,,,,,,,,,unknown,
home_pick_guide,0,12,268,391,23.4,37,13.2,80.5,3.7,ok,
home_saedack_home,0,12,20367,197405,447.9,3885,202.4,0.1,0.5,ok,
home_salimm,0,12,91416,283092,1807.2,6573,313.9,0.9,9.3,ok,
home_space_tips,0,12,43956,89054,1236.8,3537,300.6,1.1,2.9,ok,
home_range,,,,,,,,,,unknown,
home_tam_life_,0,12,3263,6006,101.6,168,55.6,132.0,7.6,ok,
home_sweet_salim,0,12,5550,12921,139.8,261,61.1,0.5,8.4,ok,
home_temterior,0,12,120958,399082,1201.1,6131,386.7,0.1,2.7,ok,
home_taya,0,12,14665,27546,35.1,93,74.9,0.2,14.0,ok,
home_style_us,,,,,,,,,,unknown,
home_tembly,0,12,29533,89997,319.2,898,164.0,0.5,14.0,ok,
home_tips_diary,0,12,37846,89061,1031.0,3537,248.8,1.1,28.0,ok,
home_trend_jp,0,12,463997,2269673,3619.8,22292,3075.4,11.3,2.5,ok,
home_trend_lab,0,12,365364,3261408,1039.6,6598,2232.7,114.9,0.4,ok,
home_up__,0,12,2401,11932,44.5,96,18.9,2.3,0.9,ok,
home_yojung,0,12,638771,5446853,2352.6,13300,51262.8,2.1,0.4,ok,
homearchive_lab,0,12,3617,14404,8.0,19,7.1,155.9,3.5,ok,
home_terior.pick,,,,,,,,,,unknown,
homeback.home,0,11,60815,535137,662.7,5207,715.5,243.4,2.8,ok,
homebody.tips,0,12,185251,1243492,748.8,5885,2769.1,215.5,0.8,ok,
homebody_life__,0,12,4372,14266,95.6,150,63.4,188.5,8.4,ok,
homeboy_appa,0,12,38614,231853,313.8,1590,101.9,1.9,1.1,ok,
homedirector2025,0,12,3120,6109,36.1,55,16.8,1.1,5.6,ok,
homeddakpick,0,12,16094,136742,48.7,345,28.9,0.1,2.2,ok,
homeditor_insta,0,12,123346,302886,4705.5,12994,3.0,2.5,2.5,ok,
homedukddak,0,12,56330,389034,183.8,729,104.9,0.2,1.3,ok,
homefinds.maggie,0,12,19722,27795,3.5,8,149.4,377.3,1.3,ok,
homefixer_bear,0,12,124917,818606,1217.8,9383,825.5,0.1,0.7,ok,
homeflow.studio,0,12,1500,4970,39.6,64,15.1,39.1,0.8,ok,
homedy_official,0,12,270848,2762994,612.8,6685,1109.4,0.2,0.3,ok,
homeggu_migi,0,12,8754,26667,62.3,304,49.2,143.4,1.3,ok,
homegang_s,0,12,1399,3036,9.9,26,6.8,43.1,1.8,ok,
homegoodscenter.kr,0,11,4716,14062,0.5,3,4.4,263.3,0.1,ok,
homehero22,0,12,23022,165115,288.6,1774,111.2,226.3,8.4,ok,
homegraphy_list,0,12,33752,110225,272.4,834,104.8,0.1,21.0,ok,
homeglowstory,,,,,,,,,,unknown,
homekkeul,0,12,1289,2312,16.6,51,5.2,0.4,7.0,ok,
homekkeullim,0,12,3153,8643,48.9,118,23.2,135.5,7.6,ok,
homekeyring,,,,,,,,,,unknown,
homekkun,0,12,5957,41473,109.5,544,50.2,98.5,1.9,ok,
homekkumi.official,0,12,120647,880896,128.2,984,540.2,1.2,0.3,ok,
homekoodi,0,12,72707,438959,1137.4,11845,392.6,11.4,0.5,ok,
homel_y777,0,12,2528,4320,35.7,88,14.5,34.1,5.2,ok,
homelyst.edit,0,12,1620,5785,27.3,82,14.3,0.1,7.6,ok,
homemaking11,0,12,334,458,2.0,4,1.7,19.0,1.8,ok,
homemaster00,0,12,57737,225281,2060.3,5210,248.2,6.6,0.6,ok,
homemate_15,0,12,1559,4166,17.3,48,13.5,140.0,3.4,ok,
homen_item,0,12,1347,2662,28.5,39,21.2,170.4,5.2,ok,
homenhouse.official,0,12,668156,6570464,188.3,1863,5117.8,2.5,0.1,ok,
homepixel_,0,12,2046,9613,14.0,54,8.6,0.5,8.4,ok,
homemood_pick,,,,,,,,,,unknown,
homepick_story_,0,12,50842,419659,789.2,7543,156.3,0.1,0.6,ok,
homequeen.salim,0,12,3252,11110,37.8,186,13.9,1.5,8.4,ok,
homepick.official,,,,,,,,,,unknown,
homes.tem,0,12,6512,27021,21.0,97,33.1,243.5,0.1,ok,
homequeen_12,0,12,2081,3272,28.6,59,11.7,1.4,6.5,ok,
homesallimtem,0,12,796,3814,12.5,78,2.1,0.3,6.5,ok,
homes_tips,0,12,37040,68827,341.4,934,102.7,0.4,16.8,ok,
homesrtsre,0,12,225948,1169997,4010.8,31527,722.7,17.3,0.5,ok,
homesalpick,0,12,324130,1849373,2103.5,14216,1379.8,0.4,0.3,ok,
homestar__official,0,12,4647,13674,28.2,115,3.0,143.9,1.4,ok,
homestory.official_,0,12,1727448,7278110,4168.2,25875,6773.3,0.1,0.1,ok,
homesweet_tem,0,12,24250,119316,501.1,4941,81.6,0.0,0.7,ok,
hometake_1st,0,12,68643,254203,786.8,3523,285.3,188.2,1.7,ok,
hometem_diary,0,12,15768,70082,53.2,155,89.5,149.5,1.0,ok,
hometem_honeytem,0,12,4287,10691,151.1,519,50.5,0.5,10.5,ok,
hometem_ssok,0,12,1483,2733,44.3,57,18.4,1.4,4.2,ok,
hometem_tip,0,12,60463,280544,396.0,2831,268.5,1.4,7.6,ok,
hometerior_insta,0,12,40766,86194,322.5,1092,79.9,0.4,12.0,ok,
hometheitem,0,12,16219,109699,76.0,612,39.0,3.0,1.1,ok,
hometip.insta,0,12,1690,3687,11.4,42,15.8,77.2,16.8,ok,
hometip_1,0,12,244030,1820714,829.8,4802,484.5,18.5,0.5,ok,
hometick2023,0,12,323617,969595,3851.4,19874,1749.8,0.0,0.1,ok,
hometip_diary,0,12,2394,3767,54.6,91,35.0,66.1,2.8,ok,
hometoryy,0,12,3424,5033,28.7,49,13.2,161.8,2.8,ok,
homevibe_tem,0,12,4273,17368,24.2,187,11.8,210.1,4.0,ok,
homewithbao,0,12,105972,392169,48.1,109,9659.9,5.7,0.2,ok,
homey__huess,0,12,1760879,20197251,479.9,5651,27396.8,0.8,0.2,ok,
homey_pick,0,12,42745,158768,341.9,1503,117.6,210.5,3.8,ok,
homeyion,0,12,35534,225686,401.6,3868,68.1,2.1,2.4,ok,
homevibe,,,,,,,,,,unknown,
homez.pick,0,12,154682,1835208,507.8,5230,3055.4,59.5,0.5,ok,
homie.wizard,0,12,16057,40542,446.6,1650,106.4,0.5,6.5,ok,
homgoods365,0,12,248025,2074374,911.0,4499,1372.3,73.1,0.5,ok,
homiehom3,0,12,92589,330903,1060.3,4474,510.9,3.3,1.0,ok,
homterior_pick,0,12,35981,79920,746.1,3126,163.0,0.3,14.0,ok,
honbap_wang,0,12,72518,380547,450.4,3188,772.6,3.5,2.3,ok,
homva_life,0,12,120952,590696,92.3,378,1892.8,38.0,0.5,ok,
honey.house___,0,12,53684,283766,565.3,6389,325.1,0.1,0.4,ok,
honey.item.pick,0,12,928,3515,27.6,46,21.1,220.5,6.5,ok,
honey_funny_house,0,12,3766,17936,8.1,50,16.4,0.0,8.4,ok,
honey_archive.zip,0,12,77219,543536,2200.3,23215,600.4,1.3,0.7,ok,
honeybee_zip,0,12,14140,65083,25.4,153,30.9,0.0,7.6,ok,
honeyfinds.zip,0,12,93867,855806,1909.3,12189,412.8,0.1,1.5,ok,
honeyhomeitems,0,12,50648,310341,178.2,1670,208.9,10.8,0.3,ok,
honeyjini_mood,0,12,1724,4286,27.3,43,7.9,3.2,3.8,ok,
honeytem_365,0,12,107178,1119233,951.8,6257,99.9,25.5,0.5,ok,
honeyhoney_4,,,,,,,,,,unknown,
honeytip_honeytem,0,12,785,2247,0.5,4,1.4,92.1,3.8,ok,
honeytem_duck,0,12,68586,815039,519.2,6167,1756.3,0.5,0.4,ok,
honeyhoney_6,,,,,,,,,,unknown,
honeyzumma,0,12,1927,6787,19.7,75,11.1,3.0,2.6,ok,
hongsii_house,0,12,117349,815512,352.2,2093,6218.0,0.1,16.8,ok,
hooni.home,0,12,715,1715,37.6,59,20.2,66.1,8.4,ok,
hooz_mom,0,12,89105,572294,620.9,4747,284.9,3.1,0.5,ok,
hot_item_agency,0,12,1907,4019,14.8,90,6.1,0.4,28.0,ok,
hotclick_pick,0,12,24001,277355,420.3,4842,159.3,3.0,0.7,ok,
hottem_road,0,12,4814,14839,102.3,412,16.4,1.9,3.0,ok,
hottembook,0,12,1106,2487,3.4,22,5.1,38.9,0.5,ok,
house._.tem,0,12,1248,2054,9.3,19,6.8,12.2,4.4,ok,
house_note_,0,12,1255,2129,9.0,25,5.6,142.4,16.8,ok,
housekeeping_office,0,12,7449,13652,122.4,530,32.7,0.4,16.8,ok,
house__moood,0,12,198944,761568,1857.2,12318,791.9,1.0,0.3,ok,
houseof_ring,0,12,141802,980275,855.1,4830,975.6,18.2,1.5,ok,
housetems,0,12,343,654,1.6,8,1.8,4.1,2.4,ok,
housetail.life,0,12,3473,10178,46.6,95,20.7,48.5,0.7,ok,
housewarming_party,0,12,28404,260926,485.5,3932,147.5,107.3,3.0,ok,
how___life,0,12,1803,2695,19.0,57,8.3,51.1,0.5,ok,
how_z_life_,0,12,31469,333331,258.8,2871,49.2,1.3,2.8,ok,
how__pick,0,12,133809,622405,1847.8,8491,550.5,0.1,0.5,ok,
hwisney_land,0,12,676902,4360708,188.9,863,1476.6,2.2,0.2,ok,
hy.ni_homes,0,12,2212,5257,51.5,84,33.2,9.2,0.6,ok,
hyel_room,0,12,220650,781666,692.1,1957,518.7,1.0,4.2,ok,
hyeonohx,0,12,216,676,0.9,3,5.3,32.8,1.7,ok,
hyeri_home29,0,12,2989,7449,63.2,203,24.3,9.5,8.4,ok,
hyung_deul_official,0,12,86336,215536,575.8,969,173.6,25.1,2.4,ok,
hyungmolra,0,12,4701,9817,37.6,93,7.1,0.1,21.0,ok,
hyunny_in_home,0,12,38274,164490,9.5,53,118.4,3.0,2.5,ok,
hyunji_jeok_view,0,12,239325,1093283,1390.2,5793,896.8,3.3,0.3,ok,
iammakeroom,0,12,61926,340668,712.9,4608,135.3,0.1,0.7,ok,
iam_dodameee,0,12,54080,255109,58.3,214,1852.1,2.4,0.6,ok,
ieung_home,0,12,60139,203146,562.2,2874,3.0,1.3,1.4,ok,
igobassyu,0,12,26066,303278,618.2,7262,115.0,0.1,0.4,ok,
icantaffordthisbutmaybeshecan,0,12,42357,228421,10.2,74,1518.2,8.9,0.2,ok,
ikeahacksandideas,0,12,417724,1551798,97.8,450,1923.2,0.9,0.3,ok,
iji.ez,0,12,64754,499455,65.8,704,255.3,130.0,4.4,ok,
iltasalim,0,12,92117,719319,491.7,3291,691.2,0.1,0.5,ok,
ilove_today_,0,12,3388,15477,13.0,35,12.8,45.3,0.4,ok,
infpreview,0,12,59552,473242,18.7,114,614.9,1.9,1.3,ok,
inahome__,0,12,1245,3351,27.9,48,14.8,3.1,3.5,ok,
in_damiland,0,12,27005,104280,1206.5,7435,192.2,2.5,1.1,ok,
inheay_home,0,12,38276,199013,288.8,1794,78.2,1.5,14.0,ok,
inhome_mood,0,12,1137,3053,58.3,113,32.1,0.3,5.2,ok,
injuu__m,0,12,16294,82532,37.8,148,34.5,0.4,14.0,ok,
insaeng.kr,0,12,1043277,6187177,1463.9,11954,10197.5,30.9,0.3,ok,
innostickers,0,12,4695,15052,16.4,124,42.9,0.8,8.4,ok,
insaeng_salim,0,12,1121,5143,6.6,13,2.9,114.5,4.2,ok,
inside_home_official,0,12,7450,13652,122.6,530,32.7,0.4,16.8,ok,
instagram,0,12,109203201,200080105,13049.3,22691,686393.2,2.8,4.9,ok,
insight.salim,0,12,10789,101527,624.7,6575,129.3,0.5,0.5,ok,
interior__tip,0,12,1622,11565,4.2,15,13.3,219.5,5.2,ok,
ira_at_home,0,12,319881,1971429,1125.0,10387,2385.2,2.3,0.2,ok,
interior_gongsik,0,12,3606,15197,65.3,582,13.2,0.5,7.6,ok,
irobi_life,0,12,930369,4640773,373.0,1081,5413.9,58.0,0.2,ok,
iroum.life,0,12,4386,15954,26.0,92,18.3,4.2,10.5,ok,
is_casa_rtee,0,12,137466,578429,246.1,1617,194.4,19.0,0.1,ok,
is_it_real_good,0,12,251040,1585521,774.1,4165,2708.8,0.0,28.0,ok,
issue_pedia,0,12,3103,6711,85.2,142,51.1,15.1,0.4,ok,
it._.tem,0,12,6133,64520,132.2,1518,39.5,10.4,0.8,ok,
it_tem_ida,0,12,478,1127,54.2,100,28.9,174.5,7.6,ok,
item.moa_,0,12,10336,122050,3.0,14,15.8,12.4,0.6,ok,
itembasket,0,12,5340,11771,129.2,320,35.8,9.5,10.5,ok,
item_pick_note,0,12,2295,4867,46.2,107,21.0,30.1,4.9,ok,
itemissue1,0,12,81020,435746,313.9,1548,676.8,1.4,0.9,ok,
item.ground,,,,,,,,,,unknown,
itemlog_itemlog,0,12,90692,511513,807.2,5879,727.9,153.3,0.7,ok,
items.note,0,12,2270,6538,48.6,117,25.7,0.1,10.5,ok,
its.blue.picks,0,12,37618,150080,738.4,3269,189.0,1.5,6.5,ok,
its_homepick,0,12,1063,2766,21.3,126,4.2,0.2,3.0,ok,
ittem_info_center,0,12,2139,5377,30.8,53,11.0,186.2,3.5,ok,
j_nero_come,0,12,111080,286063,323.3,1144,3.0,1.2,3.4,ok,
jabd_ongsan2,0,12,361,546,10.8,29,6.8,55.1,4.4,ok,
jal_satda,0,12,13303,139205,18.2,61,27.2,1.0,16.8,ok,
jamjam_at_home,0,12,506276,4215694,4430.0,30002,4633.9,1.3,0.2,ok,
jamongpick,0,12,12626,126976,14.8,135,15.6,60.2,16.8,ok,
itttem.pick,,,,,,,,,,unknown,
jaram.zip,0,12,89147,343580,668.8,5603,533.6,0.7,1.6,ok,
jardin_de._marie,0,12,21405,130265,40.2,75,265.4,2.0,2.6,ok,
jay,0,6,635904,967388,596.3,1078,24695.7,76.4,0.0,ok,
jays.iei,0,12,2604,10054,24.1,111,8.8,129.1,1.8,ok,
jcdesign1.1,0,12,564374,2027022,1553.2,5403,8725.5,3.8,1.1,ok,
jeffandlaurenshow,0,12,7488918,74689201,1094.2,11512,162643.2,0.7,0.1,ok,
jeju.gajang,0,12,250364,1022849,39.1,79,2661.4,3.4,0.8,ok,
jellybean_home,0,12,30582,220434,330.8,1179,173.6,1.0,2.4,ok,
jelly_c_home,0,12,8501,24229,231.0,1380,64.3,46.5,2.6,ok,
jen.jen.home,0,12,1332,3299,17.1,87,7.6,0.5,8.4,ok,
jellyy_home,0,12,11911,37781,13.9,25,97.1,1.5,4.2,ok,
jerryhome33,0,12,312,532,1.2,4,0.4,0.0,16.8,ok,
jia.travel_,0,12,13457,76340,91.0,282,99.5,2.2,7.6,ok,
jewvely_home,0,12,19802,94558,184.0,691,56.2,1.2,5.2,ok,
jiban_note,0,12,9992,87578,35.4,220,35.2,2.0,9.3,ok,
jibeuro_home,0,12,7044,47018,60.2,97,32.1,125.5,6.5,ok,
jevi._.tem,,,,,,,,,,unknown,
jibsunireview,0,12,13533,84111,59.5,535,81.8,11.1,3.4,ok,
jibbie_s_life,0,12,1551,5131,0.2,1,20.7,41.0,4.7,ok,
jinahome_living,0,12,2346,5267,9.0,29,5.6,1.9,7.6,ok,
jidino_salim,0,12,83610,260488,332.5,1208,395.3,1.1,0.6,ok,
jini._.homedit,0,12,95950,653399,1574.8,9153,594.2,101.0,1.4,ok,
jini__home_,0,12,586726,3498235,261.0,979,4544.1,3.4,0.1,ok,
jinimom.pick,0,12,20174,146479,295.6,3206,173.2,180.3,0.5,ok,
jinsil_hazzi,0,12,23220,217186,9.0,64,86.5,0.4,21.0,ok,
jinsim_unni,0,11,1413,2782,4.6,13,3.9,15.2,5.1,ok,
jinss_home,0,12,248171,1746202,1829.8,16690,1325.0,0.4,0.5,ok,
jip._.sooni,0,12,71934,405382,362.9,2140,165.8,0.1,3.2,ok,
jip.kimi,0,12,69344,718089,483.8,1727,178.8,2.5,1.7,ok,
jip_tem,0,12,252468,2505276,59.9,508,1593.7,100.5,0.7,ok,
jip.nam,0,12,328496,1518104,4210.9,21675,1865.1,4.1,0.4,ok,
jipsoon_kitchen,0,12,84333,247322,59.1,571,3.0,0.0,28.0,ok,
jipmanj.home_insta,0,12,406505,2403935,4426.7,29857,1500.4,0.5,0.2,ok,
jipssoonlife,0,12,97759,540432,1674.1,14567,1158.5,1.0,0.2,ok,
jjalcut,0,12,335778,1287881,23.2,80,4294.6,1.1,3.4,ok,
jipsuni.zip,0,12,3339,9079,40.2,81,21.8,0.1,16.8,ok,
jjeopdaejang,0,12,99728,239632,1095.9,2530,1109.7,0.8,9.3,ok,
jjin_camperny,0,12,1114873,7356448,3694.8,17900,7945.8,1.1,0.1,ok,
jjing_jjing33,0,12,4167,10789,91.2,248,52.7,0.2,1.1,ok,
jjinhomeitem,0,12,27916,114559,180.6,948,98.4,2.0,4.4,ok,
jjinjjin200,0,12,23973,79430,163.1,461,76.0,37.0,2.2,ok,
jjintem1,0,12,6340,34199,11.6,40,13.9,2.2,6.5,ok,
jjittem,0,12,1311,2387,5.4,27,7.0,235.5,8.4,ok,
jjun2_mam,0,12,94042,378449,48.8,119,178.8,3.3,0.2,ok,
jk777lee,0,12,631,1215,15.9,23,8.8,0.4,12.0,ok,
jkj780601,0,12,85682,422696,722.7,7399,351.4,0.0,0.3,ok,
joara_choice,0,12,5266,24230,25.7,53,18.6,104.5,5.6,ok,
joganghwa,0,12,636787,3769701,60.8,248,1080.7,2.0,0.4,ok,
jojjubu,0,12,54132,390014,123.7,1162,577.2,108.1,0.6,ok,
joohyun_pick,0,12,153061,867278,1130.2,6265,919.1,2.2,0.3,ok,
joomealyee,0,12,237679,1046578,22.8,40,2201.3,18.0,1.0,ok,
joopilpick,0,12,1874,7184,49.0,141,24.8,139.4,4.7,ok,
joongdok7,0,12,5266,13888,31.6,94,9.7,0.1,21.0,ok,
joshleeliving,0,12,340943,1685824,457.5,1961,4941.9,4.1,0.8,ok,
johana,,,,,,,,,,unknown,
joswisalrim,0,12,771,1744,1.0,1,1.2,12.1,3.1,ok,
joyful_mom_picks,0,12,145,177,0.6,4,1.4,245.1,7.6,ok,
ju._.blue,0,12,48951,282377,40.6,89,455.4,0.1,1.4,ok,
joyhomestory,0,12,95562,763633,663.9,4289,612.9,0.1,0.3,ok,
jubjubtem,0,12,6040,41064,3.3,9,16.8,0.7,6.0,ok,
jubu_majji,0,12,1302,3720,5.2,19,2.8,1.9,1.3,ok,
juhee._.home,0,12,12897,70529,49.0,221,32.8,0.0,16.8,ok,
jubunamja_pick,0,12,302593,1679154,3732.8,16840,940.0,1.0,0.7,ok,
julo_mom,0,12,48798,244418,512.3,4302,143.8,1.0,4.4,ok,
jungn_soo,0,12,322124,936918,37.0,99,2815.7,8.9,1.0,ok,
jumihome_,0,12,3688,14565,30.8,170,9.9,1.2,7.0,ok,
justjennsdesign,0,12,1636591,16657620,608.3,6652,46209.8,3.5,0.1,ok,
justme_th1ngs,0,12,270750,2746425,36.3,120,3576.7,173.5,0.9,ok,
juu_home_,0,12,44022,212372,583.2,2406,171.1,2.0,2.3,ok,
justright_at_home,0,12,670,3024,7.1,59,6.3,113.9,1.0,ok,
k.e.e.p.i.n.g,0,12,186826,1901600,304.8,3024,1746.1,5.0,0.4,ok,
kabegami_magic,0,12,237956,535973,22.5,39,1447.5,1.5,0.9,ok,
kbeauty_vivian,0,12,1255039,6086652,79.9,594,5233.7,1.5,0.3,ok,
kboomii,0,12,191962,1041677,42.8,181,15019.8,0.8,0.1,ok,
kidscleancar.official,0,12,93556,576781,187.3,1765,1013.3,49.4,0.1,ok,
kidorchid_studio,0,12,540606,4476828,2102.4,16194,7868.8,55.0,0.3,ok,
kidsitem.pick,0,12,55251,253217,656.6,4843,214.0,0.3,2.9,ok,
kim.zumma,0,11,384442,3064595,267.5,1259,2088.6,1.4,0.1,ok,
kiikiifit,0,12,39959,167548,33.9,138,226.2,0.1,7.0,ok,
kimcoach_bread,0,12,25285,128735,34.3,252,3.0,3.0,4.0,ok,
kimhamjju,0,12,7538,85425,79.5,895,26.9,1.2,1.4,ok,
kimzzi_tem,0,12,14283,34965,602.3,1797,129.7,12.5,7.6,ok,
kimjiyeonwriter,0,12,10290,22161,1.8,6,212.8,0.1,7.0,ok,
kind_salrim,0,12,284979,1915278,65.2,226,946.5,32.2,1.0,ok,
kiokio.home,0,12,136931,666531,6273.2,55340,1337.2,4.0,0.3,ok,
kiyomi_sale,0,12,65607,310029,815.6,4319,557.8,0.2,0.9,ok,
kjw2002007,0,12,6665,66869,12.3,59,13.0,0.1,14.0,ok,
kkalkkom.zip,0,12,11815,57100,191.0,454,77.9,0.5,7.6,ok,
kkoko._.pick,0,12,2160,4163,14.5,51,9.7,48.9,3.8,ok,
kkari.recipe,0,12,282827,1430520,221.5,1249,1450.8,1.3,3.7,ok,
kkom4rket,0,12,82351,627466,1086.7,9481,213.0,0.0,6.5,ok,
kittypick_,,,,,,,,,,unknown,
